Species,name
EME,Squaretail coralgrouper
EML,Blacksaddled coralgrouper
EMO,Leopard coralgrouper
EMU,Roving coralgrouper
EMN,Marbled coralgrouper
EMW,Highfin coralgrouper
IWX,Coralgroupers nei
RYC,Greater soapfish
QZZ,Spotted soapfish
OGE,Bigeye bass
EDB,Two-spot basslet
EDF,
EDP,
EDS,Sea goldie
DVZ,Townsend's anthias
RLL,Sailfin anthias
RIO,Flathead perch
UAB,Boulenger's anthias
OOW,Golden grouper
UZB,School bass
NHN,Pearl-spotted fairy basslet
RLP,Pygmy sea bass
RCU,Hawkfish anthias
TSR,Oval grouper
TSI,Threadtail anthias
BSZ,Argentine seabass
KGL,Koester
TSF,
HCO,Yellowtail hamlet
HUN,Butter hamlet
HNP,Black hamlet
NMR,Threadfin anthias
OGP,
NFS,Ara
TPR,Toadstool groper
AXN,Barred sand bass
PXF,Spotted sand bass
PXK,Kelp bass
PXM,Camotillo
BAP,Peruvian rock seabass
XBX,
EDG,Reef bass
NCA,
GCA,Masked grouper
VRL,Yellow-edged lyretail
VRA,White-edged lyretail
YHP,Sevenbar grouper
JLT,Gorgeous swallowtail
BSX,"Groupers, seabasses nei"
GLH,Westralian jewfish
GLU,
MNF,Tiger grunter
HNW,Greenway's grunter
HFG,Black bream
LGM,
LTH,Fortescue grunter
MER,Silver grunter
PLV,
PGX,Lorentz's grunter
RYX,
SKV,Small-headed grunter
QOF,Barcoo grunter
SKY,Kimberley grunter
VAJ,Jamur Lake grunter
TJB,Jarbua terapon
TEU,Small-scaled terapon
TEH,Largescaled terapon
THO,Terapon perches nei
PQD,Fourlined terapon
BYB,Silver perch
THE,Tigerperches nei
WRF,Wreckfish
WHA,Hapuku wreckfish
WME,Bass groper
HAU,Hapuka
TEL,
TEJ,Giant seabass
STB,Striped bass
PEW,White perch
ROY,White bass
YBW,Yellow bass
BSA,Atlantic seabasses
SBH,"Striped bass, hybrid"
SPU,Spotted seabass
BSS,European seabass
BSE,Seabasses nei
AIF,
AWH,
AFW,Yellow devilfish
BXK,
BEF,
CAW,Comet
FRC,
PBE,
TEP,
TIU,
BFX,
BKP,Nightfish
OKW,
EDV,Western pygmy perch
GDU,
HWB,Pelagic basslet
NHB,Balston's pygmy perch
NPO,Oxleyan pygmy perch
ERE,
ERT,Creole perch
MCP,Murray cod
MLQ,Trout cod
MLK,Eastern freshwater cod
PJW,
BAJ,Japanese seabass
SIN,Mandarin fish
WSG,Big-eye mandarin fish
ZSS,Leopard mandarin fish
MQA,Macquarie perch
MCA,Golden perch
MXQ,Australian bass
KUV,Hawaiian flagtail
AKP,Mud sunfish
EUM,Flier
LEJ,Pumpkinseed
LMM,Bluegill
MPJ,Smallmouth bass
MPS,Largemouth black bass
MTT,Spotted bass
AKR,Rock bass
PXR,White crappie
PXG,Black crappie
AKI,Sacramento perch
EHC,Blackbanded sunfish
HTU,Glasseye
PJY,
QIK,Japanese bigeye
PQY,Purple-spotted bigeye
PQR,Atlantic bigeye
BIR,Red bigeye
BWH,Moontail bullseye
QDC,Paeony bulleye
BIG,Bigeyes nei
CJN,Longfinned bullseye
PRI,"Bigeyes,glasseyes,bulleyes nei"
OGF,Broadbanded cardinalfish
OGS,Half-lined cardinal
OGT,Cardinal fish
QBZ,Ring-tailed cardinalfish
QCC,Ruby cardinalfish
QCD,Cook's cardinalfish
QCF,
QCG,
QCH,
QCI,
QCM,Flagfin cardinalfish
QUU,Blackfoot cardinal
QLX,
OGX,Perdix cardinalfish
RMZ,Blackbelted cardinalfish
QLY,Orangelined cardinalfish
TOU,Bronze cardinalfish
HDA,
HWW,Tiger cardinal
HWY,Large toothed cardinalfish
HWZ,Twospot cardinalfish
HZB,Persian cardinalfish
OHY,
FOB,Weed cardinalfish
FWU,Crosseyed cardinalfish
FWB,Mottled cardinalfish
FWC,Variegated cardinalfish
GSG,Gjellerup's mouth almighty
GNF,Crystal cardinal
HGX,Titan cardinalfish
LHF,
MNS,
NMT,Eightspine cardinalfish
FXC,Freckled cardinalfish
UDZ,Paddlefish cardinalfish
UAM,Tarr's cardinalfish
UDG,Graceful-tailed cardinalfish
TGK,
RBG,Luminous cardinalfish
QGS,Swallowtail cardinalfish
FMV,Sea urchin cardinalfish
FMN,Pajama cardinalfish
VIC,
QCN,Bullseye
QCO,Doublebar cardinalfish
QCP,Twobelt cardinal
QCR,Spotfin cardinal
QUV,Iridescent cardinalfish
APO,"Cardinalfishes, etc. nei"
AKH,
DJS,Glowbelly
OGA,Three-spined cardinalfish
OEB,Blackthroat seaperch
MKW,
NSY,Silver splitfin
NSW,
PWN,
SYN,Blackmouth splitfin
SZA,Blackmouth bass
SZZ,Smallscale splitfin
QFT,Aden splitfin
SYS,Splitfins nei
VEO,
ACR,"Glow-bellies, splitfins nei"
FPE,European perch
FPY,American yellow perch
PKI,Balkhash perch
AYP,Western sand darter
AYU,Eastern sand darter
ROV,Asprete
PND,Percarina
ACC,Ruffe
GYU,Donets ruffe
GYL,Danube ruffe
GYZ,Schraetzer
EHE,Greenside darter
EHA,Rainbow darter
EHR,Fantail darter
EHP,Chihuahua darter
PJB,Logperch
ZIZ,Zingel
STV,Walleye
SAV,Volga pikeperch
FPP,Pike-perch
SZC,Sauger
STP,Walleyes nei
SIV,Spotted sillago
SIJ,Flathead sillago
ILM,Trumpeter sillago
ILS,Silver sillago
SLK,Sand sillago
ILQ,Flinders' sillago
IIS,Arabian sillago
IIT,Slender sillago
IIU,Clubfoot sillago
ILX,
WHS,Sillago-whitings
ULA,Bighead tilefish
ULM,Grey tilefish
ULP,Ocean whitefish
CKZ,Atlantic goldeneye tilefish
TIH,Horsehead tilefish
TIZ,Ward's tilefish
UAE,Zebra tilefish
UGY,Ribbed tilefish
FGV,
TIL,Great Northern tilefish
TIS,Tilefishes nei
HLY,Chameleon sand tilefish
HPK,Stark's tilefish
MBV,Quakerfish
MWP,Sand tilefish
AKE,
BMS,
CDB,Nosey dottyback
CGC,
CFR,Oblique-lined dottyback
HDC,
HMH,
HMS,
HLE,
LCF,Fire-tail devil
NLL,Pencil snakelet
PVA,Orange dottyback
PVU,Olive dottyback
UAN,
UAO,Dutoiti
UAP,Yellowtail dottyback
UAR,Blackstripe dottyback
UAT,Bluespotted dottyback
PLW,
RSU,
TRF,False trevally
BLU,Bluefish
OBS,Gnomefish
CBA,Cobia
LSJ,Shrimp scad
LSN,Blackfin scad
LSV,Herring scad
JWY,Razorbelly scad
LVX,
TUM,Yellowtail scad
HOM,Atlantic horse mackerel
JAA,Blue jack mackerel
JJM,Japanese jack mackerel
CJM,Chilean jack mackerel
PJM,Pacific jack mackerel
HMM,Mediterranean horse mackerel
RSC,Rough scad
HMC,Cape horse mackerel
HMZ,Cunene horse mackerel
HMG,Greenback horse mackerel
TUD,African scad
TUJ,Arabian scad
TUZ,Yellowtail horse mackerel
JAX,Jack and horse mackerels nei
PBD,Fringefin trevally
SXC,Juan Fernandez trevally
SXW,Skipjack trevally
TRZ,White trevally
WEC,Round scad
DCK,Redtail scad
DCC,Shortfin scad
DCD,Amberstripe scad
RSA,Japanese scad
RUS,Indian scad
DCT,Roughear scad
MSD,Mackerel scad
SDX,Scads nei
CXT,Bluespotted trevally
NXC,Green jack
NXN,Pacific crevalle jack
NXH,Blacktip trevally
NXI,Giant trevally
NXL,Horse-eye jack
NXU,Black jack
NXM,Bluefin trevally
NXP,Brassy trevally
NXS,Senegal jack
CXS,Bigeye trevally
NXT,Tille trevally
RUB,Blue runner
CVJ,Crevalle jack
CXR,Bar jack
HMY,False scad
NBR,Yellow jack
WFF,Longfin crevalle jack
TRE,"Jacks, crevalles nei"
MOA,Atlantic moonfish
LUK,African moonfish
LNV,Hairfin lookdown
LNW,Caribbean moonfish
LNO,Mexican moonfish
LNP,Peruvian moonfish
LNM,Lookdown
POO,Snubnose pompano
POM,Florida pompano
POP,Pompano
PPL,Great pompano
TCI,Southern pompano
TCK,Oyster pompano
TBA,Small spotted dart
TCO,Largespotted dart
TCN,Cayenne pompano
TCP,Swallowtail dart
TNF,Permit
TOG,Longfin pompano
TON,Blackblotch pompano
TOI,Plata pompano
TOO,Guinean pompano
TUK,Indian pompano
TAP,Paloma pompano
TUH,Gafftopsail pompano
TUE,Steel pompano
TIE,Shortfin pompano
POX,Pompanos nei
AMB,Greater amberjack
AMJ,Japanese amberjack
YTC,Yellowtail amberjack
RLR,Guinean amberjack
RLF,Lesser amberjack
RLH,Samson fish
RLN,Fortune jack
YTL,Longfin yellowtail
RLZ,Banded rudderfish
AMX,Amberjacks nei
OLT,Longjaw leatherjacket
OLP,Maracaibo leatherjacket
OLG,Shortjaw leatherjacket
OLS,Castin leatherjacket
OLI,Leatherjacket
OXQ,Leatherjackets nei
NAU,Pilotfish
ULU,Silvermouth trevally
ULE,Longrakered trevally
LEE,Leerfish
ALA,Alexandria pompano
LIJ,African pompano
LTD,Indian threadfish
POB,Black pomfret
TUP,Cleftbelly trevally
NGR,Longfin trevally
NGJ,Orangespotted trevally
NGC,Coastal trevally
NGH,Longnose trevally
NGD,Shadow trevally
NGQ,Whitefin trevally
CRF,Blue trevally
NGU,Yellowspotted trevally
NGY,Bludger
NGE,Bumpnose trevally
NGM,Duskyshoulder trevally
NGS,Malabar trevally
NGO,Coachwhip trevally
NGT,Island trevally
NGN,Threadfin jack
GSP,Barcheek trevally
GSA,Brownback trevally
GST,Imposter trevally
NGX,
RRU,Rainbow runner
GLT,Golden trevally
HAS,Torpedo scad
OBM,Talang queenfish
OBY,Doublespotted queenfish
OBT,Barred queenfish
OBJ,Needlescaled queenfish
QUE,Queenfishes
BUA,Atlantic bumper
HSO,Pacific bumper
BUZ,Bumpers nei
PAO,Parona leatherjacket
BIS,Bigeye scad
LRO,Oxeye scad
HXM,Bluntnose jack
HXB,Bicolor jack
HXL,Yellowfin jack
HXZ,Blackfin jack
TRY,Yellowstripe scad
RNJ,Blackbanded trevally
USE,Cottonmouth jack
URU,Whitemouth jack
UDD,Whitetongue jack
VAD,Vadigo
CGX,Carangids nei
NMP,Roosterfish
BJB,
MOO,Moonfish
LYE,
POA,Atlantic pomfret
BRU,Southern rays bream
BPQ,Pacific pomfret
IQV,Bigtooth pomfret
IJO,Lesser bream
BRA,
TAL,Big-scale pomfret
TST,Sickle pomfret
BPB,Atlantic fanfish
BPY,Prickly fanfish
TEE,Pacific fanfish
TVE,Spotted fanfish
EBR,
EBS,Brilliant pomfret
TCR,
TAS,Rough pomfret
BRZ,"Pomfrets, ocean breams nei"
DOL,Common dolphinfish
CFW,Pompano dolphinfish
DOX,Dolphinfishes nei
RUF,Ruff
ASA,Australian salmon
EMM,Cape bonnetmouth
EPC,
RYG,Rubyfish
EYO,Atlantic rubyfish
ERY,Japanese rubyfish
ERZ,
EMT,"Bonnetmouths, rubyfishes nei"
IEA,Bonnetmouth
IIV,Boga
RES,Mangrove red snapper
LJD,Checkered snapper
LJT,Crimson snapper
LJF,Dory snapper
LJV,Blacktail snapper
LJH,John's snapper
LJL,Bigeye snapper
LJK,One-spot snapper
LUV,Blubberlip snapper
MAL,Malabar blood snapper
LUB,Emperor red snapper
LUJ,Brownstripe red snapper
LJN,Mutton snapper
LJP,Schoolmaster snapper
LJR,Mullet snapper
HUS,Yellow snapper
SNC,Southern red snapper
LJU,Blackfin snapper
SNR,Northern red snapper
LJC,Colorado snapper
LJY,Cubera snapper
LJI,Grey snapper
LJS,Spotted rose snapper
LJJ,Dog snapper
LJM,Mahogany snapper
LJW,Pacific dog snapper
SNL,Lane snapper
LTJ,Silk snapper
LJA,African red snapper
LJE,African brown snapper
SNU,Russell's snapper
LJO,Gorean snapper
LJB,Two-spot red snapper
LJG,Humpback red snapper
LUF,Yellow-lined snapper
LVN,Golden African snapper
LDW,Yellow-banded snapper
LVK,Common bluestripe snapper
LWL,Yellowstreaked snapper
LWT,Timor snapper
LWQ,Five-lined snapper
LWN,Blueline snapper
LWE,Blackspot snapper
LVG,Papuan black snapper
LWP,Pacific red snapper
LWJ,Jordan's snapper
LZJ,Humphead snapper
QFM,Guinea snapper
QIT,Bengal snapper
QIU,Lunartail snapper
QKU,Bluestriped snapper
QGM,Star snapper
SNA,Snappers nei
SNY,Yellowtail snapper
ARQ,Rusty jobfish
AYF,Small toothed jobfish
AZX,
AVR,Green jobfish
AVY,
ASX,Black snapper
AFK,African forktail snapper
LIR,Tang's snapper
LRC,Japanese snapper
LRG,Vanuatu snapper
LRK,Saddle-back snapper
LRX,Yellowtail blue snapper
LWR,Cocoa snapper
EEO,Queen snapper
ETA,Deep-water red snapper
ETC,Deepwater longtail red snapper
EEW,Pale snapper
MLN,Black and white snapper
PQM,Scalemouth jobfish
LRY,Ornate jobfish
PFM,Crimson jobfish
PQI,Wenchman
LRI,Goldbanded jobfish
LRB,Lavender jobfish
LRU,Sharptooth jobfish
LWA,Goldflag jobfish
LWF,Golden eye jobfish
LWZ,Oblique-banded snapper
UPZ,Cardinal snapper
LWX,Jobfishes nei
RPU,Vermilion snapper
HLG,Mexican barred snapper
RAI,Randall's snapper
SJS,Sailfin snapper
SJE,Chinamanfish
PJP,Pinjalo
SNX,"Snappers, jobfishes nei"
NPS,Smooth dwarf monocle bream
NJH,
NJF,Rosy dwarf monocle bream
NIZ,Scaly dwarf monocle bream
NPC,Small-toothed whiptail
NPY,Double whiptail
NPD,Paradise whiptail
NQX,
NSV,Green-striped coral bream
NNM,Red filament threadfin bream
NNH,Ornate threadfin bream
NNJ,Japanese threadfin bream
THG,Golden threadfin bream
NNO,Mauvelip threadfin bream
NNF,Doublewhip threadfin bream
NNQ,Redspine threadfin bream
NNK,Notchedfin threadfin bream
NND,Fivelined threadfin bream
NNI,Balinese threadfin bream
NNT,Yellowbelly threadfin bream
NNC,Celebes threadfin bream
NNR,Graceful threadfin bream
NNZ,Randall's threadfin bream
KZJ,Delagoa threadfin bream
KZI,Slender threadfin bream
THB,Threadfin breams nei
NSP,Whitecheek monocle bream
NSI,Thumbprint monocle bream
NSG,Arabian monocle bream
NSC,Two-lined monocle bream
NSO,Monogrammed monocle bream
NSE,Lattice monocle bream
NWS,Black-streaked monocle bream
NQG,Striped monocle bream
JBI,Yellowstripe monocle bream
JBJ,Bridled monocle bream
MOB,Monocle breams
THD,Threadfin and dwarf breams nei
LOB,Tripletail
LOZ,Pacific tripletail
GZM,Toothpony
GZX,Toothponies nei
LGP,Splendid ponyfish
LGL,Twoblotch ponyfish
LGA,Goldstripe ponyfish
LGU,Dussumier's ponyfish
LGE,Common ponyfish
LGS,Striped ponyfish
LCV,Orangefin ponyfish
LCZ,Whipfin ponyfish
LCQ,Oblong ponyfish
KZN,Shortnose ponyfish
KZM,Ornate ponyfish
POY,Ponyfishes(=Slipmouths)
UTI,Pugnose ponyfish
UTR,Deep pugnose ponyfish
UTX,
KZL,Decorated ponyfish
KZK,Slender ponyfish
PON,Ponyfishes(=Slipmouths) nei
BDG,Borriqueta porgy
DGP,Painted sweetlips
XEZ,
XEC,
XEJ,
HND,Xantic sargo
HNO,Spotted head sargo
HNI,Burrito grunt
HNS,
HNU,Black margate
HNR,Porkfish
HLU,White margate
HLO,Black grunt
HLC,Caesar grunt
HLF,Yellowspotted grunt
HLV,French grunt
HLS,Spanish grunt
HLD,Spottail grunt
HLH,Cottonwick grunt
HLP,Sailor's grunt
HLI,White grunt
HHI,Bluestriped grunt
HHD,Grey grunt
HHX,Greybar grunt
HHE,Chere-chere grunt
HLL,Tomtate grunt
HWX,Grunts nei
PMX,Yellowstripe grunt
PKU,Raucous grunt
PIG,Pigfish
OTR,Corocoro grunt
GEU,Torroto grunt
GRP,Cabinza grunt
HTR,
GRA,African striped grunt
PNH,Crescent sweetlips
PKP,Trout sweetlips
PKF,Minstrel sweetlips
GBL,Biglip grunt
GBR,Rubberlip grunt
PFV,Lemonfish
GQT,Blackspotted rubberlip
GQD,Sordid rubberlip
GQV,Oriental sweetlips
GQW,Whitebarred rubberlip
GFH,Lesson's thicklip
IEW,Harry hotlips
IEY,Yellowbanded sweetlips
IJI,Dusky rubberlip
PBX,"Sweetlips, rubberlips nei"
PKS,Striped piggy
HDH,Smallspotted grunter
GRL,Silver grunt
PKL,Saddle grunt
PKV,Olive grunt
PKO,Smallspotted grunt
PBJ,Purplemouth grunt
PBI,Sand grunt
PKR,Burro grunt
PKN,Longspine grunt
BGR,Bastard grunt
BUR,Sompat grunt
PKE,Parrot grunt
PKT,Cock grunter
PKK,
KAH,Javelin grunter
YSZ,Panama grunt
BGZ,Pigsnout grunt
QCZ,Bluecheek silver grunt
QCY,Banded grunter
QDA,Bronzestriped grunt
BGX,
GRB,Bigeye grunt
PKC,Dara
HGM,
QOL,Short barbeled velvetchin
BRG,Barred grunt
MIN,Wavyline grunt
GRX,"Grunts, sweetlips nei"
USO,Yellowtail croaker
BOM,Boeseman croaker
OVM,Vacuocua croaker
TEG,Barbel drum
WEM,Totoaba
CBM,Brown meagre
IAY,Deep-water drum
DRU,Sciaenas nei
AGR,Freshwater drum
YNA,Acoupa weakfish
YNL,Whitefin weakfish
WEP,Peruvian weakfish
YNR,Sand weakfish
YNJ,Jamaica weakfish
YNE,Smooth weakfish
SWF,Spotted weakfish
YNM,Smallscale weakfish
YNO,Gulf weakfish
YNP,Shortfin weakfish
YNH,Cachema weakfish
STG,Squeteague(=Gray weakfish)
YNT,
WKB,Smalltooth weakfish
WKS,Striped weakfish
YNV,Green weakfish
YNX,Orangemouth weakfish
YNN,Silver seatrout
YNS,Tonkin weakfish
YNZ,Stolzmann's weakfish
YGC,Stripped weakfish
WKX,Weakfishes nei
LER,San Francisco croaker
LIK,Amazon croaker
LNL,Longtail croaker
MNJ,
MGF,
MIH,Mi-iuy (brown) croaker
MIV,Angola croaker
YUB,La Plata croaker
RNI,Half-mourning croaker
PQF,Fusco drum
MIK,Slender croaker
CKM,Whitemouth croaker
CKA,Atlantic croaker
MIT,Tallfin croaker
KMZ,Bigeye croaker
CRX,Croakers nei
KGB,Southern kingcroaker
MEU,Highfin king croaker
MEO,Snakehead kingcroaker
MEM,Panama kingcroaker
MED,California kingcroaker
KGF,Northern kingfish
KGG,Gulf kingcroaker
KIX,Kingcroakers nei
THZ,
OTW,New Grenada drum
SXF,Estuary croaker
COB,Shi drum
CKY,Argentine croaker
UMC,Sand drum
UMR,Yellowfin drum
UMX,Polla drum
UCA,Canary drum(=Baardman)
UMO,Fusca drum
UMS,Steindachner's drum
UMB,Striped drum
UBS,Drums nei
JOB,Belanger's croaker
JOC,Coitor croaker
JOU,Sin croaker
JOT,Leaftail croaker
JOA,Bearded croaker
JCS,Sharpnose hammer croaker
JCT,Karut croaker
JOX,
WKK,King weakfish
MGR,Meagre
RYJ,Japanese meagre
KOB,Southern meagre(=Mulloway)
RGH,Squaretail kob
RYY,Amoy croaker
QXN,Arabian sea meagre
RXY,Meagres nei
AWE,Geelbek croaker
WEW,White weakfish
ELH,Bluestreak drum
EQA,High-hat
EQL,Jack-knifefish
KIC,White croaker
LRV,Steeplined drum
LRR,Silver drum
LRJ,Shorthead drum
LRF,Shining drum
LSI,Pacific drum
DRS,Boe drum
NBM,Smalleye croaker
NBO,Pacific smalleye croaker
OHD,
OHP,Spotted croaker
LKR,Tigertooth croaker
OTB,Bronze croaker
OTD,Pama croaker
RLB,Banded croaker
PDR,Peruvian banded croaker
RLE,Blackfin croaker
RLQ,Suco croaker
LGT,Black curbinata
LGQ,South American silver croaker
LGN,Pacora
BDM,Black drum
EFF,White stardrum
EFL,American stardrum
EFM,Smalleye stardrum
EFI,Minor stardrum
EFO,Yawning stardrum
EFS,
FFY,Hollow stardrum
EFR,Rake stardrum
FYX,
BIH,Ground croaker
ODX,Yelloweye croaker
YED,Yellow drum
NBA,Blotched croaker
HOC,Honnibe croaker
NBS,Sharpnose croaker
NDK,Soldier croaker
ZND,
OLD,
OLN,
LYC,Large yellow croaker
CRY,Yellow croaker
ISR,Silver weakfish
ISA,Bigtooth corvina
SPT,Spot croaker
HIS,Black croaker
YPD,Brazilian croaker
YPT,
YPF,Guyanan croaker
RCS,Spotfin croaker
RDM,Red drum
EHU,Queen croaker
CKL,Law croaker
PSS,Cassava croaker
PTY,Longneck croaker
UDM,Cameroon croaker
PSE,Bobo croaker
QCK,Guinea croaker
CKW,West African croakers nei
ENU,Goatee croaker
ERJ,Prickly croaker
CRL,Blackmouth croaker
BHC,Chaptis bahaba
BHJ,Chinese bahaba
HRR,Reeve's croaker
AYI,Bengal corvina
KAA,Kathala croaker
NAM,Panna croaker
CRV,Silver croaker
NHM,Big-head pennah croaker
NHW,Pawak croaker
NHK,Donkey croaker
NHX,
OTI,Blackspotted croaker
USL,Bigmouth croaker
USM,Blotched tiger-toothed croaker
IAG,Corvina drum
CDX,"Croakers, drums nei"
WTM,Mozambique large-eye bream
GXR,Striped large-eye bream
GMR,Grey large-eye bream
GME,Yellowsnout large-eye bream
GMQ,Japanese large-eye bream
GMW,Blue-lined large-eye bream
LBR,Largeeye breams
LHN,Spangled emperor
LTN,Atlantic emperor
LTY,Longfin emperor
LTK,Thumbprint emperor
LTQ,Sky emperor
LHR,Red snout emperor
LHV,Slender emperor
LTT,Pacific yellowtail emperor
LTE,Blackeye emperor
LTI,Grass emperor
LTS,Pink ear emperor
LEN,Smalltooth emperor
LHI,Trumpet emperor
LHO,Longface emperor
LHB,Spotcheek emperor
LLB,Ambon emperor
LXE,Orange-spotted emperor
LWO,Orange-striped emperor
LQO,Ornate emperor
LXN,Yellowlip emperor
LBW,Snubnose emperor
ICZ,Yellowtail emperor
IDW,Longspine emperor
JBO,Redaxil emperor
LZX,
MXG,Humpnose big-eye bream
EMP,Emperors(=Scavengers) nei
BOJ,Fransmadam
GMV,Janbruin
VXA,Bulldog dentex
SBR,Blackspot(=red) seabream
PAC,Common pandora
SBA,Axillary seabream
PAR,Red pandora
SXB,Arabian pandora
QVO,Natal pandora
PAX,Pandoras nei
DIG,South American silver porgy
ANN,Annular seabream
SWA,White seabream
CTB,Common two-banded seabream
SBZ,Zebra seabream
SHR,Sharpsnout seabream
DIH,Spottail seabream
DIJ,Banded seabream
SWJ,Red Sea seabream
DHQ,Senegal seabream
DHY,Two-banded seabream
SRG,Sargo breams nei
CFT,Galapagos porgy
CFN,Grass porgy
CBD,Jolthead porgy
CKQ,Pacific porgy
CMV,Saucereye porgy
CFO,Littlehead porgy
CFE,Sheepshead porgy
PRG,Porgies
DEP,Pink dentex
DEL,Large-eye dentex
DEN,Canary dentex
DEC,Common dentex
DEA,Angolan dentex
DNC,Congo dentex
DEM,Morocco dentex
DTT,Yellowback seabream
DTF,Barnard dentex
DEX,Dentex nei
BRB,Black seabream
STJ,Steentjie seabream
SBS,Saddled seabream
SPH,Sheepshead
AVB,Western Atlantic seabream
KBR,King soldier bream
KBB,Taiwan tai
KBK,Soldierbream
SLF,Carpenter seabream
SLD,Santer seabream
CYM,Black musselcracker
BSC,Bluespotted seabream
RPG,Red porgy
REA,Redbanded seabream
GSU,Silver seabream
REV,Japanese seabream
QCQ,Southern common seabream
SBP,Pargo breams nei
RER,Red steenbras
OTA,Dane seabream
PGA,Panga seabream
WSN,White stumpnose
RSS,Goldlined seabream
ROH,Cape stumpnose
RTH,Bigeye stumpnose
RXS,Haffara seabream
UZX,Stumpnoses nei
SDE,Musselcracker seabream
SBG,Gilthead seabream
BOG,Bogue
DAR,Daggerhead seabream
ROM,Roman seabream
RSN,Red stumpnose seabream
ENG,Englishman seabream
SLL,Slinger seabream
QUT,False red stumpnose
RSX,Daggerhead breams nei
CWC,Karanteen seabream
SNW,White steenbras
SSB,Sand steenbras
SBW,West coast seabream
STW,Steenbrasses nei
HOT,Blue hottentot
YTG,Bronze seabream
HOB,Hottentot seabream
CPP,Copper breams(=Hottentots) nei
SCM,Scotsman seabream
SEV,Seventyfour seabream
SBU,Blueskin seabream
QXR,Frenchman seabream
PLY,Polystegan seabreams nei
SLM,Salema
EVD,Threadfin porgy
ENJ,Crimson seabream
EVY,
SZH,Sobaity seabream
MLB,Goldsilk seabream
AKU,Surf bream
AKB,
MLM,Blackhead seabream
YWF,Yellowfin seabream
AAB,Twobar seabream
AWU,Arabian yellowfin seabream
SCP,Scup
SOH,Longspine porgy
LGO,Pinfish
OYE,German seabream
QDL,Knife-back seabream
SBX,"Porgies, seabreams nei"
BPI,Blotched picarel
SPC,Picarel
TAC,Blackspot picarel
QZU,Bigeye picarel
QLJ,Blacktail picarel
PIC,Picarels nei
EHI,Curled picarel
CEZ,"Picarels, etc. nei"
UPL,Blue-striped mullet
MUR,Surmullet
MUT,Red mullet
MWU,Argentine goatfish
MUX,Surmullets(=Red mullets) nei
MUV,Yellowstripe goatfish
YJG,Yellowfin goatfish
YMZ,Yellow goatfish
YYP,Orange goatfish
RPB,Doublebar goatfish
RPY,Gold-saddle goatfish
RPF,Red Sea goatfish
RPO,Long-barbel goatfish
RPK,Manybar goatfish
RPL,Sidespot goatfish
RPH,
RFQ,Indian goatfish
RFP,Dash-and-dot goatfish
RQF,Cinnabar goatfish
QZJ,Pearly goatfish
QZI,Whitesaddle goatfish
QZH,Rosy goatfish
RPX,
UPM,Goldband goatfish
UPS,Sulphur goatfish
UPU,Ochrebanded goatfish
UPT,Freckled goatfish
UPI,Yellowstriped goatfish
UPP,Dwarf goatfish
UPG,Band-tail goatfish
UPH,Por's goatfish
UBZ,Asymmetrical goatfish
UCV,Gilded goatfish
UCW,Bensasi goatfish
GOX,Goatfishes
GOA,West African goatfish
UDU,Spotted goatfish
MUM,"Goatfishes, red mullets nei"
EHN,Live sharksucker
HTL,Slender suckerfish
REY,Spearfish remora
REO,Shark sucker
REZ,Marlin sucker
REM,Shark suckers
RRL,White suckerfish
ECN,"Suckerfishes, remoras nei"
GAJ,Galjoen
JCU,Banded galjoen
COT,Galjoens nei
TXC,Spotted archerfish
TXJ,Banded archerfish
TXM,Smallscale archerfish
MOU,Silver moony
QBS,African moony
QNV,Full moony
HVT,Eastern pomfred
PQE,Silverbelly
GEH,
GEV,Deep-bodied mojarra
GEF,Whipfin silver-biddy
GET,Strongspine silver-biddy
GEN,Yellow fin mojarra
GEJ,Common silver-biddy
GEO,Slender silver-biddy
GEZ,Guinean striped mojarra
GFF,Striped silver biddy
GTV,Longtail silverbiddy
GTZ,Saddleback silver-biddy
MOJ,Mojarras(=Silver-biddies) nei
DUT,Irish mojarra
DUX,
ECW,Dow's mojarra
UUZ,Pacific flagfin mojarra
MFF,Flagfin mojarra
EDX,
EGX,Black axillary mojarra
PJL,Longfin mojarra
GDJ,"Mojarras, etc. nei"
YPU,Eastern footballer
YSC,Grey knifefish
GIM,Gulf opal eye
GIY,Parore
GIQ,Opaleye
LAV,
MDA,Halfmoon
MIR,Stripey
NYO,Western footballer
OIE,Sea sweep
OIV,Blue maomao
VIX,Moonlighter
KYC,Blue sea chub
KIN,Blue-bronze sea chub
KYE,Cortez sea chub
KYI,Yellow sea chub
KYS,Bermuda sea chub
KYB,Brown chub
KYV,Brassy chub
KYP,Kyphosus sea chubs nei
NSH,Stone-bream
HRZ,Zebra- perch sea chub
ECO,Bluestriped chub
KYX,Sea chubs nei
RCE,Slender bullseye
MHD,
MHL,Silver sweeper
MHI,Curved sweeper
MHV,Vanikoro sweeper
SPS,Spotted sicklefish
SIC,African sicklefish
DRL,Concertina fish
DRZ,Sicklefishes nei
MPH,Lord Howe Island butterflyfish
HLJ,Blackfin coralfish
HNT,Copperband butterflyfish
HNK,Truncate coralfish
CDV,Highfin coralfish
HTJ,Pyramid butterflyfish
JON,Blacknosed butterflyfish
RCC,Sixspine butterflyfish
ROD,Bicolor butterflyfish
QZF,
HTP,Foureye butterflyfish
HTI,Threebanded butterflyfish
HTS,Banded butterflyfish
HTH,Four-banded butterflyfish
HTE,Golden butterflyfish
